ID,Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price,Price Prediction
3933,1.25,Very Good,E,IF,VG,VG,GIA," $14,637 ",
3934,0.85,Ideal,E,SI1,EX,EX,GIA," $4,181 ",
3935,1.63,Signature-Ideal,H,VS2,ID,ID,AGSL," $14,005 ",
3936,1.01,Good,D,VS2,VG,G,GIA," $6,113 ",
3937,1.5,Very Good,G,SI1,VG,VG,GIA," $10,019 ",
3938,1.58,Signature-Ideal,G,VS1,ID,ID,AGSL," $16,790 ",
3939,1.68,Ideal,H,VS1,VG,EX,GIA," $13,082 ",
3940,2.01,Very Good,G,SI1,ID,ID,AGSL," $19,014 ",
3941,1.27,Very Good,E,SI1,G,VG,GIA," $7,356 ",
3942,2.01,Ideal,D,VVS2,VG,VG,GIA," $47,312 ",
3943,1.18,Signature-Ideal,E,VS1,EX,EX,GIA," $11,350 ",
3944,2.01,Good,G,VS2,VG,G,GIA," $21,304 ",
3945,1.02,Ideal,E,VVS1,ID,ID,AGSL," $11,326 ",
3946,1.03,Very Good,E,SI1,VG,G,GIA," $5,421 ",
3947,1.08,Ideal,I,SI1,ID,ID,AGSL," $4,857 ",
3948,0.8,Very Good,F,VVS2,G,VG,GIA," $4,126 ",
3949,1.0,Very Good,H,SI1,EX,VG,GIA," $4,658 ",
3950,1.21,Ideal,G,VS1,EX,EX,GIA," $9,287 ",
3951,1.24,Very Good,E,VVS1,VG,VG,GIA," $14,725 ",
3952,1.57,Signature-Ideal,H,VS2,ID,ID,AGSL," $13,530 ",
3953,2.33,Ideal,I,VS1,EX,EX,AGSL," $23,571 ",
3954,2.07,Ideal,G,VS1,EX,VG,GIA," $28,636 ",
3955,1.26,Ideal,F,VVS2,ID,ID,AGSL," $12,237 ",
3956,0.91,Very Good,I,VS2,EX,VG,GIA," $3,525 ",
3957,2.0,Very Good,I,VVS1,VG,VG,GIA," $22,614 ",
3958,0.92,Very Good,D,SI1,EX,EX,GIA," $4,676 ",
3959,1.01,Good,G,VS1,VG,VG,GIA," $6,247 ",
3960,1.06,Signature-Ideal,G,VS1,EX,EX,GIA," $8,093 ",
3961,2.0,Good,I,SI1,VG,G,GIA," $15,072 ",
3962,0.76,Very Good,G,VS2,VG,G,GIA," $3,170 ",
3963,1.03,Good,F,VS2,VG,VG,GIA," $6,521 ",
3964,0.92,Very Good,F,SI1,VG,G,GIA," $4,339 ",
3965,0.9,Very Good,F,VS2,VG,G,GIA," $4,397 ",
3966,0.91,Ideal,H,VS1,VG,VG,GIA," $4,514 ",
3967,0.87,Very Good,I,SI1,EX,VG,AGSL," $2,791 ",
3968,0.78,Very Good,G,VS2,VG,VG,GIA," $3,113 ",
3969,0.8,Signature-Ideal,E,SI1,EX,EX,GIA," $4,125 ",
3970,1.22,Very Good,G,SI1,VG,EX,GIA," $6,704 ",
3971,2.01,Very Good,H,SI1,EX,VG,GIA," $17,003 ",
3972,1.58,Very Good,H,VVS2,G,G,GIA," $12,459 ",
3973,1.22,Ideal,G,VS1,ID,ID,AGSL," $9,195 ",
3974,1.0,Good,H,VVS2,EX,VG,GIA," $6,173 ",
3975,2.01,Very Good,D,VS1,EX,VG,GIA," $34,360 ",
3976,1.51,Good,G,SI1,VG,VG,GIA," $9,258 ",
3977,1.02,Very Good,I,SI1,G,VG,GIA," $4,353 ",
3978,1.01,Very Good,F,VS1,VG,VG,GIA," $8,081 ",
3979,0.81,Very Good,G,VVS2,VG,EX,GIA," $3,981 ",
3980,0.94,Ideal,G,VVS1,EX,VG,GIA," $6,488 ",
3981,2.11,Ideal,G,VS2,VG,VG,GIA," $22,873 ",
3982,2.01,Very Good,H,VS2,VG,G,GIA," $18,982 ",
3983,1.09,Ideal,G,VS2,EX,EX,GIA," $7,357 ",
3984,1.02,Ideal,F,IF,VG,EX,GIA," $11,116 ",
3985,1.02,Very Good,G,SI1,VG,VG,GIA," $5,012 ",
3986,1.0,Good,H,VS1,VG,VG,GIA," $5,169 ",
3987,0.9,Good,G,VVS2,VG,VG,GIA," $4,485 ",
3988,1.06,Very Good,G,VS1,VG,VG,GIA," $6,863 ",
3989,1.02,Good,I,VS2,G,G,GIA," $4,593 ",
3990,0.91,Signature-Ideal,E,VVS1,EX,EX,GIA," $9,636 ",
3991,1.56,Ideal,D,SI1,EX,EX,GIA," $10,934 ",
3992,0.93,Very Good,F,SI1,EX,VG,GIA," $4,299 ",
3993,1.5,Very Good,H,VVS2,VG,VG,GIA," $13,412 ",
3994,0.78,Very Good,G,VS2,G,G,GIA," $3,012 ",
3995,1.02,Very Good,F,SI1,EX,EX,GIA," $5,930 ",
3996,1.57,Ideal,H,SI1,EX,EX,GIA," $11,134 ",
3997,1.0,Good,E,SI1,EX,VG,GIA," $6,275 ",
3998,0.9,Good,F,VS2,EX,VG,GIA," $4,301 ",
3999,2.03,Ideal,D,VVS1,EX,VG,GIA," $51,928 ",
4000,1.12,Ideal,G,VVS2,EX,EX,GIA," $8,991 ",
4001,1.56,Ideal,I,VS2,EX,EX,GIA," $9,968 ",
4002,1.59,Signature-Ideal,G,VS1,EX,EX,GIA," $16,774 ",
4003,1.0,Very Good,F,SI1,G,VG,GIA," $5,030 ",
4004,1.02,Fair,H,SI1,VG,VG,GIA," $4,771 ",
4005,0.8,Ideal,H,VS1,EX,EX,GIA," $3,581 ",
4006,1.01,Very Good,H,VS1,VG,VG,GIA," $5,680 ",
4007,0.9,Good,D,VS2,G,G,GIA," $4,689 ",
4008,1.07,Very Good,I,SI1,EX,EX,GIA," $4,728 ",
4009,2.02,Ideal,I,SI1,VG,VG,GIA," $15,785 ",
4010,0.8,Ideal,G,VS2,VG,VG,GIA," $3,314 ",
4011,2.0,Ideal,D,VVS1,EX,EX,GIA," $54,392 ",
4012,1.02,Very Good,G,SI1,VG,VG,GIA," $5,120 ",
4013,1.27,Very Good,I,VS2,G,VG,GIA," $6,587 ",
4014,0.92,Very Good,H,VS1,EX,EX,GIA," $4,953 ",
4015,1.04,Very Good,F,SI1,EX,EX,AGSL," $5,613 ",
4016,1.0,Very Good,E,SI1,VG,VG,GIA," $5,382 ",
4017,1.65,Ideal,F,VVS2,VG,G,GIA," $20,341 ",
4018,1.0,Good,E,VS2,VG,VG,GIA," $6,349 ",
4019,2.37,Ideal,H,VS1,VG,VG,GIA," $27,097 ",
4020,1.0,Good,F,VS1,EX,VG,GIA," $6,365 ",
4021,1.29,Ideal,I,VS2,VG,VG,GIA," $6,599 ",
4022,1.21,Very Good,I,SI1,VG,VG,GIA," $5,452 ",
4023,1.01,Very Good,F,VS1,VG,VG,GIA," $7,079 ",
4024,2.28,Ideal,E,IF,EX,EX,GIA," $60,960 ",
4025,0.92,Good,G,VVS2,EX,G,GIA," $5,458 ",
4026,1.21,Very Good,G,VS2,G,G,GIA," $8,093 ",
4027,1.09,Ideal,G,VS1,VG,VG,GIA," $6,602 ",
4028,1.08,Very Good,G,VS1,EX,EX,GIA," $6,566 ",
4029,1.51,Good,I,SI1,G,G,GIA," $8,140 ",
4030,1.0,Very Good,E,IF,VG,G,GIA," $10,954 ",
4031,1.0,Good,E,VS2,VG,VG,GIA," $6,732 ",
4032,1.5,Ideal,I,VS1,EX,EX,GIA," $10,641 ",
4033,2.0,Ideal,H,SI1,ID,ID,AGSL," $18,440 ",
4034,1.09,Signature-Ideal,I,VS1,ID,ID,AGSL," $6,225 ",
4035,0.92,Very Good,E,SI1,EX,VG,GIA," $4,596 ",
4036,1.02,Good,G,VS1,EX,VG,GIA," $6,036 ",
4037,2.14,Very Good,I,VS2,VG,VG,GIA," $16,914 ",
4038,1.02,Ideal,E,VS1,EX,EX,GIA," $8,011 ",
4039,1.07,Signature-Ideal,G,VVS1,ID,ID,AGSL," $9,703 ",
4040,1.0,Ideal,F,VS2,EX,VG,GIA," $6,240 ",
4041,1.11,Ideal,G,VVS1,EX,EX,GIA," $9,435 ",
4042,1.71,Ideal,H,VS2,ID,ID,AGSL," $14,744 ",
4043,2.11,Ideal,G,VS2,VG,VG,GIA," $24,175 ",
4044,1.2,Ideal,I,SI1,VG,VG,GIA," $5,435 ",
4045,1.06,Ideal,I,SI1,VG,VG,GIA," $4,646 ",
4046,1.03,Signature-Ideal,G,VVS1,ID,ID,AGSL," $9,691 ",
4047,0.78,Ideal,D,VS2,VG,VG,GIA," $3,763 ",
4048,0.96,Ideal,D,SI1,EX,VG,GIA," $5,749 ",
4049,2.26,Very Good,E,SI1,VG,G,GIA," $20,339 ",
4050,0.91,Very Good,G,VS2,EX,G,GIA," $4,447 ",
4051,2.07,Very Good,G,SI1,VG,EX,GIA," $19,649 ",
4052,1.05,Ideal,G,SI1,VG,VG,GIA," $5,192 ",
4053,1.12,Very Good,I,VS2,ID,ID,AGSL," $5,249 ",
4054,1.5,Very Good,I,VS1,G,VG,GIA," $10,406 ",
4055,1.52,Ideal,H,SI1,ID,ID,AGSL," $11,797 ",
4056,1.18,Signature-Ideal,E,VVS2,ID,ID,AGSL," $13,075 ",
4057,0.79,Ideal,H,VS2,EX,EX,GIA," $3,040 ",
4058,0.82,Very Good,F,VS2,VG,VG,GIA," $3,535 ",
4059,1.03,Very Good,G,SI1,VG,VG,GIA," $5,491 ",
4060,1.2,Very Good,G,VVS1,VG,G,GIA," $9,139 ",
4061,1.21,Ideal,H,VS1,G,VG,GIA," $6,784 ",
4062,1.33,Very Good,G,VVS1,VG,VG,GIA," $11,797 ",
4063,1.01,Very Good,F,SI1,EX,VG,GIA," $5,174 ",
4064,1.05,Ideal,I,VS2,ID,ID,AGSL," $5,040 ",
4065,2.01,Very Good,I,VS1,VG,VG,GIA," $16,811 ",
4066,1.0,Good,G,VS1,VG,G,GIA," $5,906 ",
4067,1.5,Very Good,E,SI1,VG,VG,GIA," $11,690 ",
4068,1.39,Very Good,H,VVS2,VG,EX,GIA," $9,396 ",
4069,1.53,Ideal,E,SI1,VG,VG,GIA," $10,836 ",
4070,1.0,Very Good,H,SI1,EX,VG,GIA," $4,702 ",
4071,1.02,Ideal,F,VS1,ID,ID,AGSL," $8,024 ",
4072,2.02,Good,I,VS1,VG,VG,GIA," $17,062 ",
4073,1.26,Ideal,H,SI1,ID,ID,AGSL," $7,101 ",
4074,2.01,Very Good,G,VS1,VG,VG,GIA," $25,776 ",
4075,2.01,Very Good,G,SI1,VG,VG,GIA," $19,306 ",
4076,2.04,Very Good,I,VS1,VG,VG,GIA," $17,219 ",
4077,1.22,Very Good,G,SI1,VG,VG,GIA," $6,278 ",
4078,0.82,Very Good,F,VS2,EX,VG,GIA," $3,886 ",
4079,2.04,Very Good,I,VS1,G,VG,GIA," $18,622 ",
4080,2.01,Very Good,I,VS2,EX,VG,GIA," $17,422 ",
4081,1.53,Very Good,G,VS1,G,G,GIA," $13,189 ",
4082,0.75,Ideal,D,VS1,VG,VG,GIA," $3,961 ",
4083,0.77,Ideal,G,VS2,EX,EX,GIA," $3,300 ",
4084,1.07,Very Good,I,SI1,VG,VG,GIA," $4,307 ",
4085,1.26,Very Good,H,VS2,G,G,GIA," $7,567 ",
4086,1.52,Very Good,G,SI1,EX,VG,GIA," $10,150 ",
4087,1.59,Very Good,D,SI1,EX,VG,GIA," $13,631 ",
4088,1.01,Fair,G,SI1,EX,VG,GIA," $4,102 ",
4089,1.0,Good,F,SI1,EX,VG,GIA," $5,171 ",
4090,0.91,Very Good,G,VS2,EX,G,AGSL," $4,105 ",
4091,1.3,Ideal,F,VVS2,VG,EX,GIA," $12,503 ",
4092,1.05,Ideal,I,SI1,ID,ID,AGSL," $4,679 ",
4093,0.8,Ideal,F,VS1,VG,EX,GIA," $4,070 ",
4094,2.02,Very Good,G,VS1,EX,EX,GIA," $23,924 ",
4095,1.03,Ideal,G,SI1,EX,EX,GIA," $5,684 ",
4096,1.32,Very Good,H,SI1,VG,VG,GIA," $5,717 ",
4097,2.01,Ideal,F,VVS2,VG,EX,GIA," $35,293 ",
4098,0.92,Very Good,D,SI1,G,VG,GIA," $4,633 ",
4099,1.25,Ideal,H,SI1,EX,EX,GIA," $7,423 ",
4100,1.81,Ideal,I,VS1,EX,EX,GIA," $12,711 ",
4101,2.01,Fair,G,VS2,EX,VG,GIA," $23,030 ",
4102,1.7,Very Good,E,SI1,VG,VG,GIA," $14,232 ",
4103,1.06,Very Good,H,SI1,EX,VG,GIA," $5,020 ",
4104,1.07,Ideal,H,VS1,VG,VG,GIA," $6,582 ",
4105,1.52,Good,D,SI1,VG,VG,GIA," $12,217 ",
4106,0.94,Very Good,D,SI1,VG,VG,GIA," $5,186 ",
4107,2.03,Very Good,E,VS2,EX,EX,GIA," $28,878 ",
4108,1.03,Very Good,H,SI1,VG,G,GIA," $5,597 ",
4109,1.07,Ideal,G,SI1,EX,EX,GIA," $5,551 ",
4110,1.51,Good,F,SI1,EX,VG,GIA," $10,514 ",
4111,1.0,Very Good,E,VS2,VG,VG,GIA," $6,518 ",
4112,1.01,Very Good,H,SI1,G,VG,GIA," $4,659 ",
4113,1.01,Very Good,G,VVS2,VG,VG,GIA," $7,847 ",
4114,2.0,Ideal,G,SI1,VG,VG,GIA," $19,491 ",
4115,0.9,Fair,I,VS1,VG,VG,GIA," $3,533 ",
4116,0.92,Ideal,E,SI1,VG,VG,GIA," $4,843 ",
4117,1.19,Ideal,F,VVS1,EX,EX,GIA," $15,005 ",
4118,1.21,Ideal,I,VVS2,EX,EX,GIA," $7,002 ",
4119,1.0,Very Good,D,SI1,EX,EX,GIA," $5,851 ",
4120,1.51,Ideal,G,VS2,EX,EX,GIA," $13,752 ",
4121,2.11,Very Good,I,VS1,G,EX,GIA," $18,282 ",
4122,0.91,Ideal,G,SI1,EX,EX,GIA," $4,673 ",
4123,1.21,Ideal,G,SI1,VG,VG,GIA," $6,515 ",
4124,1.26,Ideal,G,VS2,EX,VG,GIA," $9,342 ",
4125,1.27,Ideal,H,VS2,EX,EX,GIA," $8,138 ",
4126,1.0,Fair,E,SI1,VG,G,GIA," $4,973 ",
4127,2.01,Very Good,G,VS2,G,G,GIA," $24,483 ",
4128,1.53,Very Good,I,IF,VG,G,GIA," $10,984 ",
4129,2.03,Ideal,G,SI1,VG,EX,GIA," $19,033 ",
4130,1.86,Very Good,G,VS2,EX,EX,AGSL," $17,633 ",
4131,1.07,Ideal,D,VVS2,VG,VG,GIA," $10,266 ",
4132,0.91,Very Good,D,SI1,VG,G,GIA," $4,444 ",
4133,1.12,Ideal,I,VS2,ID,ID,AGSL," $5,392 ",
4134,1.54,Ideal,I,VS1,ID,ID,AGSL," $10,519 ",
4135,1.01,Very Good,H,SI1,VG,VG,GIA," $4,705 ",
4136,1.5,Very Good,D,VVS2,VG,EX,GIA," $21,882 ",
4137,2.1,Ideal,E,VS1,EX,EX,GIA," $34,477 ",
4138,1.01,Very Good,G,VVS1,EX,EX,GIA," $8,601 ",
4139,1.03,Ideal,F,IF,EX,EX,GIA," $13,060 ",
4140,2.06,Signature-Ideal,H,VVS1,ID,ID,AGSL," $29,856 ",
4141,1.05,Signature-Ideal,E,VVS1,ID,ID,AGSL," $13,736 ",
4142,1.2,Very Good,H,SI1,VG,VG,GIA," $6,199 ",
4143,0.78,Ideal,I,VS1,EX,EX,GIA," $2,852 ",
4144,1.0,Very Good,H,SI1,VG,VG,GIA," $4,557 ",
4145,1.62,Very Good,G,SI1,EX,VG,GIA," $11,186 ",
4146,1.8,Ideal,I,VS1,ID,ID,AGSL," $14,959 ",
4147,0.9,Good,F,SI1,G,G,GIA," $3,788 ",
4148,1.5,Very Good,I,VS1,VG,VG,GIA," $9,759 ",
4149,1.06,Very Good,D,SI1,G,VG,GIA," $6,062 ",
4150,2.11,Ideal,G,VS2,G,VG,GIA," $25,093 ",
4151,1.51,Fair,H,VS2,VG,G,GIA," $9,678 ",
4152,1.08,Very Good,D,VS2,VG,VG,GIA," $7,257 ",
4153,1.02,Ideal,G,VS2,EX,EX,GIA," $6,648 ",
4154,1.01,Good,G,SI1,VG,VG,GIA," $4,905 ",
4155,2.5,Ideal,G,VVS2,VG,VG,GIA," $41,143 ",
4156,2.0,Ideal,G,VVS2,EX,EX,GIA," $28,010 ",
4157,2.55,Very Good,H,VVS2,VG,VG,GIA," $35,520 ",
4158,0.9,Very Good,G,SI1,VG,G,GIA," $3,597 ",
4159,0.93,Ideal,H,SI1,EX,VG,GIA," $3,988 ",
4160,1.31,Very Good,I,VVS2,VG,G,GIA," $7,016 ",
4161,2.01,Good,G,VS2,VG,VG,GIA," $22,964 ",
4162,0.76,Very Good,F,VS2,EX,EX,GIA," $3,238 ",
4163,1.57,Ideal,I,SI1,ID,ID,AGSL," $9,460 ",
4164,1.03,Ideal,D,VS2,ID,ID,AGSL," $7,697 ",
4165,1.01,Very Good,G,IF,EX,EX,GIA," $9,063 ",
4166,2.01,Good,H,VS1,VG,VG,GIA," $21,204 ",
4167,2.22,Ideal,F,VS1,EX,EX,AGSL," $33,721 ",
4168,1.01,Ideal,I,SI1,EX,EX,GIA," $4,638 ",
4169,1.4,Ideal,F,VS2,VG,EX,GIA," $13,195 ",
4170,1.52,Ideal,F,SI1,ID,ID,AGSL," $12,153 ",
4171,1.04,Ideal,I,SI1,VG,EX,GIA," $4,836 ",
4172,0.77,Ideal,G,VS2,VG,EX,GIA," $3,114 ",
4173,2.05,Very Good,F,VS2,VG,VG,GIA," $26,821 ",
4174,1.61,Ideal,I,SI1,VG,EX,GIA," $10,236 ",
4175,1.0,Very Good,G,VVS2,EX,EX,GIA," $7,950 ",
4176,0.93,Ideal,H,SI1,EX,EX,GIA," $4,635 ",
4177,1.01,Ideal,E,VVS2,EX,EX,GIA," $10,852 ",
4178,2.1,Ideal,H,VS1,EX,VG,GIA," $21,861 ",
4179,1.01,Ideal,D,VS2,EX,EX,GIA," $7,188 ",
4180,1.23,Very Good,F,VVS2,VG,VG,AGSL," $10,835 ",
4181,1.17,Ideal,G,VVS2,ID,ID,AGSL," $9,630 ",
4182,2.27,Ideal,H,VVS2,EX,EX,GIA," $23,864 ",
4183,0.87,Ideal,D,SI1,G,G,GIA," $4,108 ",
4184,1.05,Ideal,E,SI1,EX,VG,GIA," $5,436 ",
4185,2.25,Very Good,H,VS2,EX,EX,AGSL," $22,629 ",
4186,1.38,Very Good,G,VS1,VG,VG,GIA," $11,009 ",
4187,0.91,Good,D,SI1,VG,G,GIA," $4,398 ",
4188,1.01,Very Good,D,VS2,VG,VG,GIA," $6,738 ",
4189,1.01,Good,F,VVS2,VG,G,GIA," $7,484 ",
4190,1.0,Good,E,SI1,G,G,GIA," $4,838 ",
4191,1.63,Very Good,G,VS2,EX,VG,GIA," $14,061 ",
4192,2.11,Ideal,D,VVS2,EX,EX,GIA," $43,770 ",
4193,0.91,Very Good,E,SI1,EX,EX,GIA," $4,250 ",
4194,1.05,Very Good,G,VS1,G,VG,GIA," $6,766 ",
4195,1.62,Ideal,H,VVS2,ID,ID,AGSL," $13,434 ",
4196,1.8,Very Good,H,SI1,VG,G,GIA," $13,372 ",
4197,1.15,Ideal,H,SI1,EX,EX,GIA," $6,106 ",
4198,1.02,Ideal,F,VS2,ID,ID,AGSL," $7,078 ",
4199,2.23,Ideal,D,SI1,VG,VG,GIA," $26,435 ",
4200,1.53,Very Good,H,SI1,VG,VG,GIA," $9,968 ",
4201,2.62,Ideal,G,VVS1,VG,VG,GIA," $44,016 ",
4202,1.5,Very Good,G,SI1,VG,VG,GIA," $10,019 ",
4203,1.01,Very Good,E,VVS1,EX,EX,GIA," $10,993 ",
4204,1.14,Ideal,D,SI1,VG,G,GIA," $6,070 ",
4205,1.05,Good,H,SI1,VG,VG,GIA," $4,845 ",
4206,1.05,Very Good,G,SI1,VG,VG,GIA," $5,019 ",
4207,1.0,Ideal,F,VVS2,VG,VG,GIA," $9,224 ",
4208,0.83,Very Good,I,VS1,G,G,GIA," $2,788 ",
4209,0.82,Ideal,E,SI1,EX,VG,GIA," $3,380 ",
4210,1.06,Very Good,G,VS2,G,VG,GIA," $6,453 ",
4211,1.03,Very Good,D,VS2,EX,VG,GIA," $7,102 ",
4212,0.9,Good,H,VS2,G,G,GIA," $4,685 ",
4213,2.3,Very Good,H,VS2,EX,G,GIA," $23,864 ",
4214,0.99,Good,H,VS2,EX,VG,GIA," $4,296 ",
4215,1.01,Ideal,G,VVS2,VG,VG,GIA," $7,398 ",
4216,0.85,Very Good,D,SI1,VG,VG,GIA," $3,669 ",
4217,1.23,Very Good,F,VS1,G,VG,GIA," $9,346 ",
4218,1.09,Ideal,H,VVS1,ID,ID,AGSL," $7,055 ",
4219,1.01,Very Good,H,SI1,G,VG,GIA," $4,628 ",
4220,0.76,Ideal,I,SI1,VG,EX,GIA," $2,474 ",
4221,0.9,Ideal,G,VS1,EX,VG,GIA," $5,540 ",
4222,1.5,Ideal,I,SI1,VG,VG,GIA," $8,371 ",
4223,0.91,Ideal,I,SI1,VG,VG,GIA," $3,574 ",
4224,1.07,Very Good,H,VS1,ID,EX,AGSL," $6,262 ",
4225,1.53,Ideal,F,VVS2,VG,VG,GIA," $18,754 ",
4226,1.21,Ideal,F,VS2,EX,EX,GIA," $9,335 ",
4227,1.01,Good,D,SI1,VG,G,GIA," $5,380 ",
4228,0.76,Ideal,E,SI1,VG,EX,GIA," $3,087 ",
4229,1.53,Ideal,G,SI1,EX,EX,GIA," $11,200 ",
4230,1.0,Very Good,G,VVS2,VG,EX,GIA," $7,177 ",
4231,1.0,Very Good,G,VS2,G,G,GIA," $6,076 ",
4232,1.69,Good,G,VS1,EX,EX,GIA," $17,338 ",
4233,2.37,Very Good,G,VS2,VG,EX,GIA," $30,391 ",
4234,1.0,Very Good,E,VS1,VG,VG,GIA," $7,002 ",
4235,1.01,Good,G,VS1,VG,VG,GIA," $6,283 ",
4236,1.67,Very Good,I,VS2,G,VG,GIA," $10,416 ",
4237,1.01,Very Good,I,VS2,EX,VG,GIA," $4,602 ",
4238,1.03,Ideal,I,VS1,ID,ID,AGSL," $4,727 ",
4239,0.76,Very Good,E,IF,ID,ID,AGSL," $4,798 ",
4240,1.0,Good,G,VS2,EX,EX,GIA," $6,369 ",
4241,0.79,Ideal,F,SI1,EX,VG,GIA," $3,210 ",
4242,2.27,Signature-Ideal,I,VS1,ID,ID,AGSL," $24,883 ",
4243,1.55,Ideal,F,VVS2,EX,EX,GIA," $19,904 ",
4244,0.91,Good,H,VS2,VG,VG,GIA," $4,222 ",
4245,1.54,Ideal,I,VS1,ID,ID,AGSL," $10,847 ",
4246,0.79,Very Good,E,SI1,EX,VG,GIA," $3,077 ",
4247,1.56,Ideal,H,SI1,EX,EX,GIA," $10,739 ",
4248,1.09,Signature-Ideal,G,VS2,ID,ID,AGSL," $7,617 ",
4249,1.2,Ideal,F,VS1,EX,EX,GIA," $9,641 ",
4250,1.6,Ideal,F,SI1,ID,ID,AGSL," $13,140 ",
4251,2.01,Good,H,SI1,EX,G,GIA," $15,608 ",
4252,1.0,Good,E,SI1,EX,VG,GIA," $5,784 ",
4253,1.56,Ideal,H,VS2,EX,EX,GIA," $12,146 ",
4254,0.75,Very Good,G,SI1,VG,EX,GIA," $2,617 ",
4255,0.82,Ideal,G,SI1,EX,VG,GIA," $2,956 ",
4256,1.52,Very Good,F,VS2,EX,VG,GIA," $14,217 ",
4257,1.3,Ideal,H,VS1,EX,EX,GIA," $8,915 ",
4258,2.03,Signature-Ideal,D,FL,EX,EX,GIA," $81,399 ",
4259,1.01,Very Good,I,SI1,EX,G,GIA," $4,189 ",
4260,1.29,Good,I,VS2,VG,VG,GIA," $7,102 ",
4261,0.9,Very Good,G,SI1,VG,VG,GIA," $3,701 ",
4262,1.01,Good,D,SI1,EX,VG,GIA," $5,375 ",
4263,2.01,Good,G,VS2,EX,EX,GIA," $23,891 ",
4264,1.01,Good,F,VS2,EX,VG,GIA," $6,158 ",
4265,0.76,Very Good,G,SI1,G,VG,GIA," $2,652 ",
4266,0.95,Very Good,E,SI1,G,EX,GIA," $4,738 ",
4267,1.06,Very Good,G,VS1,G,G,GIA," $6,707 ",
4268,1.01,Ideal,H,SI1,EX,EX,GIA," $5,445 ",
4269,1.5,Ideal,D,VS2,EX,VG,GIA," $15,788 ",
4270,1.56,Ideal,I,SI1,ID,ID,AGSL," $9,788 ",
4271,1.01,Ideal,G,VS2,ID,ID,AGSL," $6,439 ",
4272,1.04,Ideal,G,VS2,VG,VG,GIA," $6,385 ",
4273,1.04,Ideal,H,SI1,VG,VG,GIA," $5,102 ",
4274,0.91,Ideal,E,VS2,EX,VG,GIA," $5,503 ",
4275,0.8,Very Good,E,VS2,VG,VG,GIA," $3,617 ",
4276,0.9,Ideal,F,SI1,EX,VG,GIA," $3,995 ",
4277,0.81,Very Good,H,SI1,VG,EX,GIA," $2,543 ",
4278,1.01,Good,I,SI1,VG,G,GIA," $4,069 ",
4279,1.29,Signature-Ideal,F,VVS2,ID,ID,AGSL," $14,757 ",
4280,0.91,Very Good,H,VS1,VG,G,GIA," $4,514 ",
4281,0.77,Very Good,G,SI1,VG,VG,GIA," $2,635 ",
4282,1.0,Very Good,E,VS1,VG,VG,GIA," $7,088 ",
4283,1.0,Ideal,I,VS1,EX,EX,GIA," $5,385 ",
4284,0.87,Ideal,G,VS2,EX,EX,GIA," $4,899 ",
4285,2.1,Ideal,G,VVS2,EX,EX,GIA," $31,001 ",
4286,0.9,Very Good,H,VS1,ID,ID,AGSL," $4,954 ",
4287,1.2,Very Good,F,VS2,EX,EX,GIA," $8,933 ",
4288,1.07,Ideal,G,VVS2,EX,EX,GIA," $7,644 ",
4289,1.71,Good,I,SI1,VG,VG,GIA," $10,000 ",
4290,2.06,Ideal,D,VS2,VG,G,GIA," $31,880 ",
4291,1.14,Ideal,H,SI1,EX,EX,GIA," $5,763 ",
4292,0.9,Very Good,I,VS2,VG,VG,GIA," $3,535 ",
4293,0.9,Very Good,H,SI1,VG,G,GIA," $3,772 ",
4294,1.26,Ideal,G,VVS2,EX,EX,GIA," $10,726 ",
4295,1.01,Good,G,SI1,G,VG,GIA," $4,839 ",
4296,1.0,Very Good,F,VS1,EX,EX,GIA," $6,910 ",
4297,1.52,Very Good,I,VS1,EX,EX,GIA," $10,392 ",
4298,1.15,Ideal,G,VS1,EX,EX,GIA," $7,999 ",
4299,2.0,Good,F,SI1,G,G,GIA," $19,604 ",
4300,1.2,Very Good,G,VVS2,EX,VG,GIA," $9,427 ",
4301,2.02,Ideal,G,VS1,EX,VG,GIA," $26,217 ",
4302,2.05,Ideal,F,SI1,ID,ID,AGSL," $22,626 ",
4303,1.03,Very Good,G,SI1,VG,VG,GIA," $5,024 ",
4304,2.02,Good,I,VS1,VG,VG,GIA," $15,765 ",
4305,1.02,Ideal,G,VS2,EX,EX,GIA," $6,445 ",
4306,1.03,Ideal,G,VVS2,EX,EX,GIA," $9,236 ",
4307,1.01,Good,G,VS1,G,G,GIA," $6,613 ",
4308,1.01,Good,H,SI1,VG,VG,GIA," $4,442 ",
4309,0.79,Ideal,I,VVS1,EX,EX,GIA," $3,191 ",
4310,1.26,Ideal,G,VS1,EX,VG,GIA," $10,109 ",
4311,0.79,Ideal,G,VS2,EX,VG,GIA," $3,251 ",
4312,2.06,Very Good,G,SI1,VG,VG,GIA," $21,487 ",
4313,2.02,Very Good,I,VS2,EX,G,GIA," $15,827 ",
4314,0.8,Good,G,SI1,VG,G,GIA," $2,662 ",
4315,1.55,Ideal,D,VS2,EX,EX,GIA," $17,441 ",
4316,1.58,Ideal,F,SI1,EX,EX,GIA," $12,621 ",
4317,0.94,Ideal,H,VVS2,EX,EX,GIA," $5,542 ",
4318,1.23,Ideal,H,VVS2,EX,EX,GIA," $8,232 ",
4319,1.51,Ideal,H,SI1,VG,EX,GIA," $9,694 ",
4320,0.92,Ideal,G,VS2,VG,VG,GIA," $4,953 ",
